otu1,otu2,otu3,otu4,otu5,otu6,otu7,otu8,otu9,otu10,otu11,otu12,otu13,otu14,otu15,otu16,otu17,otu18,otu19,otu20,otu21,otu22,otu23,otu24,otu25,otu26,otu27,otu28,otu29,otu30,otu31,otu32,otu33,otu34,otu35,otu36,otu37,otu38,otu39,otu40,otu41,otu42,otu43,otu44,otu45,otu46,otu47,otu48,otu49,otu50,otu51,otu52,otu53,otu54,otu55,otu56,otu57,otu58,otu59,otu60,otu61,otu62,otu63,otu64,otu65,otu66,otu67,otu68,otu69,otu70,otu71,otu72,otu73,otu74,otu75,otu76,otu77,otu78,otu79,otu80
0,0,1,0,0,0,0,2273,246,53,204,156,0,0,1,477,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,244,0,0,198,73,0,0,297,0,0,0,50,6,644,0,133,147,0,59,0,0,82,0,0,0,0,6,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8985,0,0,0,484,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,2,9,0,1,354,0,0,0,5,2,429,0,53,68,0,85,0,0,258,0,0,0,0,0,4,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8307,0,0,0,2102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,440,0,0,0,255,0,0,129,0,0,0,12,0,64,0,1,0,0,0,0,0,184,0,0,0,0,0,11,3,0,51,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,7495,421,0,134,338,0,0,0,1854,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,8,0,272,0,1,128,124,0,0,30,0,0,0,107,1,74,0,672,0,0,97,0,0,0,0,0,0,122,0,0,0,0,7,48,0,3,0,0,41,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11890,0,0,0,0,0,0,0,171,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91,0,0,27,0,0,0,1244,0,0,0,0,8,474,0,45,104,0,0,0,0,49,0,0,0,0,0,1,1,0,1,0,0,2,0,0,371,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3889,207,63,203,199,0,0,0,419,0,0,0,3,0,0,0,0,2,35,1,161,0,0,0,0,0,0,51,0,0,249,39,0,0,840,0,0,0,7,2,790,0,494,248,0,399,42,0,0,0,0,0,74,0,1,0,0,1,0,0,14,0,0,38,0,3,0,0,1,0,0,1,0
0,0,0,0,0,0,0,893,0,0,47,347,0,0,2824,207,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,6,0,35,0,0,51,17,0,0,233,0,0,0,2,0,245,0,210,33,0,148,0,0,276,0,1,0,0,0,5,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1080,0,0,38,76,0,0,25,374,0,0,0,0,0,0,0,1,51,0,0,1,0,0,1,0,15,0,81,0,0,43,70,0,0,13,0,0,0,3,2,33,0,401,95,0,99,0,0,142,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2624,0,13,167,800,0,0,0,404,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,55,0,0,16,21,0,0,121,0,0,0,4,2,241,0,40,15,0,126,0,0,50,0,0,0,0,0,4,0,0,0,1,0,1,0,0,29,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1753,38,7,38,252,0,0,14,447,0,0,0,0,0,4,0,0,0,4,0,51,0,0,0,0,3,0,32,0,0,13,26,0,0,4,0,0,0,17,0,102,0,162,80,1,84,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,5,3,1,0,0,0,0,0,0,0
4,1,35,6,0,0,0,5335,472,38,0,31,0,0,0,166,0,0,0,2,0,0,0,0,1,31,0,0,0,0,0,0,7,1,51,0,0,68,53,0,0,154,0,0,0,2,1,120,0,187,7,0,101,0,0,58,0,0,0,0,0,3,0,0,120,6,0,1,0,0,82,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,540,2,15,4,73,0,0,0,264,0,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,35,0,0,63,4,0,0,6,0,0,0,0,2,54,0,87,48,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,1278,63,0,23,70,0,0,0,116,0,0,1,1,0,0,0,0,1,1,0,77,0,0,0,0,0,0,20,0,0,13,5,0,0,46,0,0,0,0,0,25,0,10,64,0,40,0,3,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0
1,0,140,0,0,0,0,4331,409,0,76,163,0,0,0,303,0,0,0,1,0,3,0,0,5,0,0,0,0,0,0,0,1,0,235,0,0,2,48,0,0,156,0,0,0,0,5,99,0,9,0,0,0,327,0,0,0,22,0,152,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,0,0,1,1,0,0,2518,0,0,70,496,0,0,0,597,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,1,0,2,0,0,0,5,0,0,6,0,0,0,9,0,15,0,10,15,0,17,0,0,315,0,0,0,0,0,3,0,0,1,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,68,0,3,0,0,0,0,279,0,0,0,2,3,0,0,12,0,0,0,0,0,9,0,0,0,0,0,0,2,0,110,3,0,1,0,0,0,83,0,0,0,0,0,0,0,0
0,0,3,0,0,0,1,388,34,4,52,52,0,34,1242,63,0,0,0,0,0,0,0,0,1,10,0,8,0,0,0,0,0,0,30,0,1,4,11,0,1,73,0,0,0,0,2,114,0,38,10,0,294,0,0,0,6,0,0,43,0,0,0,0,9,1,0,0,0,1,0,96,0,0,4,0,0,0,0,1
0,0,0,0,0,0,0,2919,688,0,182,376,0,0,2075,949,0,0,0,0,0,0,0,0,0,6,0,24,0,0,0,0,1,0,90,0,0,100,92,0,1,479,0,0,3,7,20,603,0,312,89,0,108,0,0,0,82,0,0,0,0,0,0,86,5,6,0,24,0,0,73,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7691,0,0,0,526,0,0,0,497,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,221,0,2,0,0,0,0,166,0,0,0,4,1,0,0,51,0,0,0,0,0,0,0,0,0,121,0,1,8,0,40,11,0,0,1,0,120,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8120,0,0,91,383,0,0,0,398,0,0,1,0,0,0,0,0,1,16,0,0,0,0,0,0,1,0,85,0,0,34,4,0,0,9,0,0,0,4,0,12,0,8,0,0,0,4,0,0,0,0,0,127,0,0,0,0,2,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4132,819,179,220,332,0,0,0,605,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,90,0,0,33,10,0,0,392,0,0,2,2,1,468,0,261,126,1,430,0,0,0,0,0,0,62,0,0,0,0,31,0,0,4,0,0,28,169,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,5410,0,0,49,278,0,0,0,673,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,5,0,66,0,0,2,23,0,0,64,0,0,0,3,2,268,0,93,0,0,353,0,0,1,0,0,0,348,0,4,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,4451,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0,0,3,5,0,0,76,0,0,0,51,1,489,0,6,53,0,15,0,0,1,288,0,0,19,0,6,0,0,0,3,0,0,0,0,0,266,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1349,0,0,40,263,0,309,1197,85,2,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,3,8,119,0,0,73,19,0,0,157,0,0,0,1,24,550,0,41,208,0,179,0,0,776,0,0,0,0,0,1,0,0,0,4,2,0,1,0,187,0,0,2,0,0,0,0,0,0
0,0,0,4,0,0,0,4154,0,9,259,1129,0,0,11,726,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,7,0,99,0,1,15,25,0,0,29,0,0,0,13,0,36,0,306,238,0,5,0,0,33,0,0,0,0,0,0,0,0,18,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2342,731,0,105,57,0,0,0,798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,22,0,0,38,6,0,0,244,0,0,0,1,3,241,0,159,42,0,213,0,0,150,0,0,0,0,0,5,0,0,0,1,0,5,0,0,75,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,465,196,23,61,45,0,31,4958,90,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,45,1,0,42,20,0,0,88,0,0,1,1,9,131,0,56,41,0,33,0,0,56,0,0,0,140,0,0,0,0,0,1,0,3,0,0,0,18,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1641,348,66,200,1113,0,83,284,644,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3,0,21,0,0,12,14,0,0,4,0,0,0,3,12,181,0,685,34,0,83,0,0,61,0,0,0,23,0,0,0,0,0,0,0,1,0,1,0,16,4,0,0,0,0,0,0,0
